date,ticker,action,shares,price,cost,proceeds
2010-05-31,AAPL,buy,0.0003652748207647108,136.8832373808956,0.0001,
2010-05-31,QQQ,buy,0.000479420933407686,104.2924839443367,0.0001,
2010-05-31,SPY,buy,0.0005568841680258295,89.78527828731683,0.0001,
2010-05-31,IWM,buy,0.0006553185380218676,76.29877242741992,0.0001,
2010-05-31,DIA,buy,0.000609660090814811,82.01291302039301,0.0001,
2010-06-30,AAPL,buy,6.774991757090677e-05,114.17450971330135,1.5470627243549722e-05,
2010-06-30,QQQ,buy,3.5616290902257014e-05,95.99381337813193,6.837887164185037e-06,
2010-06-30,IWM,sell,2.3634729773603226e-05,78.26761830464504,,0.0018461343406364994
2010-06-30,SPY,sell,8.155666572352794e-06,90.09990744465,,0.0007333551537117758
2010-06-30,DIA,sell,8.216337234509216e-06,82.20284423753469,,0.0006740554773116348
2010-08-31,IWM,sell,7.406704511471907e-05,87.95128610991928,,0.006501263292448553
2010-08-31,QQQ,buy,5.506282919472952e-05,86.02544618712894,9.473608899604552e-06,
2010-08-31,DIA,sell,5.1409343143757964e-05,89.16371511215391,,0.0045746803301206515
2010-08-31,AAPL,buy,9.413950223097336e-05,93.03193900507074,1.751596085903927e-05,
2010-08-31,SPY,buy,4.2607000838912877e-05,82.93618645240052,7.067324331507327e-06,
2010-09-30,DIA,buy,1.361285332973606e-05,87.3233913138575,2.37744103642138e-06,
2010-09-30,IWM,buy,6.427076971508166e-05,79.14548527993792,1.017348251683055e-05,
2010-09-30,SPY,sell,4.892178505842544e-05,90.74178807247529,,0.004430371751395032
2010-09-30,QQQ,sell,1.8538077074408397e-05,89.23673617858775,,0.0016509689381610133
2010-09-30,AAPL,sell,2.919234050115184e-05,98.84009633953221,,0.002879603000015255
2010-11-30,DIA,sell,3.892899597302251e-05,95.63268365806849,,0.003715438588300255
2010-11-30,AAPL,sell,5.370309030249763e-05,112.95012166228379,,0.006053639042141104
2010-11-30,IWM,sell,7.484827645063265e-05,91.73055777367102,,0.00685214239892003
2010-11-30,SPY,buy,6.119070849672985e-05,83.13427465800393,1.0174090333369988e-05,
2010-11-30,QQQ,sell,2.9863008371918266e-05,96.18615175767452,,0.002866663039491631
2010-12-31,DIA,sell,8.157718638416634e-05,112.96009345631649,,0.00919653666466306
2010-12-31,AAPL,sell,5.772629397474756e-06,114.15665680048481,,0.0006576661048179873
2010-12-31,QQQ,buy,3.81892709956324e-05,89.40580365625095,6.828684928821739e-06,
2010-12-31,SPY,buy,3.615356379356818e-05,78.24405289182513,5.657602715383845e-06,
2010-12-31,IWM,buy,6.650507057762991e-05,81.58702765137427,1.0851902064347378e-05,
2011-01-31,DIA,sell,2.1918122901080212e-05,118.64446098024611,,0.002595262949542855
2011-01-31,AAPL,buy,4.670841869660187e-05,102.99937585359633,9.621875945716885e-06,
2011-01-31,QQQ,sell,3.4971899223252244e-05,95.2071160154847,,0.0033229145192967555
2011-01-31,SPY,sell,4.26611227139224e-05,83.69792849802658,,0.0035635063033583043
2011-01-31,IWM,buy,8.163982772108882e-05,71.88853561613523,1.1737935325645276e-05,
2011-02-28,DIA,sell,3.4233733428537137e-06,120.63175336227339,,0.00041214159370458634
2011-02-28,QQQ,sell,1.1973432865469463e-05,98.25634749622755,,0.0011741128487916146
2011-02-28,AAPL,sell,3.555608863029273e-05,112.0873200805375,,0.00397741591374135
2011-02-28,SPY,buy,4.040474617208621e-05,79.05846116485472,6.38867411224338e-06,
2011-02-28,IWM,sell,5.137413871593953e-05,78.28380308082762,,0.004013719432768362
2011-03-31,QQQ,sell,0.00011487291838957171,129.95856498132835,,0.014898862189867731
2011-03-31,DIA,sell,2.8176737816530944e-06,124.6623119185098,,0.00035055521239733904
2011-03-31,SPY,sell,0.0001077633196247637,97.65690931937515,,0.010502785067085288
2011-03-31,AAPL,buy,3.86025064709317e-05,105.95493442205853,8.180252083309316e-06,
2011-03-31,IWM,buy,2.1841785289917603e-05,77.71721548514583,3.3949654679136295e-06,
2011-05-31,QQQ,buy,1.532151902050745e-05,123.84786589857974,3.7950748660286915e-06,
2011-05-31,SPY,buy,1.3212407768795585e-05,94.29522033983073,2.4917338035565423e-06,
2011-05-31,IWM,sell,3.061305732280587e-06,77.2689260427476,,0.0002360707186093843
2011-05-31,DIA,sell,4.493310812944337e-06,124.72369738215048,,0.0005593014934014588
2011-05-31,AAPL,buy,6.01393981319957e-05,93.35986660734221,1.122921237489793e-05,
2011-06-30,QQQ,buy,5.85089903037912e-06,122.36300582098983,1.4318671842246081e-06,
2011-06-30,SPY,sell,1.8566984215188107e-05,97.82866894612845,,0.0018127505854113985
2011-06-30,IWM,sell,1.669634981786984e-05,79.42440937473496,,0.0013234455275522791
2011-06-30,AAPL,sell,5.7748307125586183e-05,104.55637666540298,,0.006025877844108939
2011-06-30,DIA,buy,6.394011566805127e-05,108.12954462194074,1.3827631180521204e-05,
2011-08-31,AAPL,sell,9.959332387162638e-06,104.1259575600846,,0.001034950971429528
2011-08-31,QQQ,buy,1.115837066575909e-05,116.29057595745795,2.595226702935856e-06,
2011-08-31,SPY,buy,7.216748422282605e-05,83.90152293501436,1.2109923665367454e-05,
2011-08-31,DIA,sell,4.450347882407749e-06,106.49757021567412,,0.0004730033336187141
2011-08-31,IWM,buy,0.00022305249273776937,57.60026228154176,2.569576416849441e-05,
2011-09-30,AAPL,sell,5.13273353854856e-05,118.67326672358791,,0.006079000197287959
2011-09-30,DIA,sell,4.141160181063598e-05,118.89165619920061,,0.00491364693727807
2011-09-30,SPY,sell,4.9685273950335665e-05,93.17276892516512,,0.004620055919660635
2011-09-30,QQQ,buy,2.7169819643650813e-05,111.35552198444142,6.051018897283734e-06,
2011-09-30,IWM,sell,1.5852334609486288e-05,59.72729209028689,,0.0009449233854946839
2011-10-31,DIA,sell,1.4510218518219654e-05,120.81687094305123,,0.0017495730396750735
2011-10-31,AAPL,buy,4.880284681364408e-05,104.62020191101391,1.0211527374951451e-05,
2011-10-31,SPY,buy,1.4506505292230759e-05,89.11199345059546,2.585407209184592e-06,
2011-10-31,QQQ,buy,2.4145602170274466e-05,103.84748658849014,5.014920195097192e-06,
2011-10-31,IWM,buy,0.00013256067521707343,50.75307038326324,1.3455722558690055e-05,
2011-11-30,DIA,buy,1.473206952755325e-05,115.4963632446102,3.4030009069982863e-06,
2011-11-30,AAPL,buy,1.9285298862213747e-05,99.55606493026345,3.8399369314521755e-06,
2011-11-30,SPY,sell,1.7856772593432386e-05,91.1170175648223,,0.0016238017503227226
2011-11-30,QQQ,buy,2.2027527720615563e-05,98.31095315117544,4.33109449155531e-06,
2011-11-30,IWM,buy,7.099959107127025e-05,46.86822669195125,6.655249858728263e-06,
2012-01-31,SPY,buy,3.747400220769975e-05,84.19616334373093,6.310334422045643e-06,
2012-01-31,DIA,buy,8.71619370117118e-06,111.80928582232022,1.9491027856339114e-06,
2012-01-31,IWM,sell,7.721622842896516e-05,49.94403262287639,,0.003848776852008368
2012-01-31,QQQ,buy,2.9172679772818057e-05,91.79132014810618,5.355597577209848e-06,
2012-01-31,AAPL,buy,7.118603026725647e-05,86.02629744758875,1.224774122776812e-05,
2012-02-29,IWM,sell,6.91412409634882e-05,54.52917318159114,,0.003762674273083195
2012-02-29,QQQ,sell,4.187790546901862e-05,101.08728366291521,,0.0042248570619367225
2012-02-29,DIA,sell,1.6304727183134534e-05,117.84838163663156,,0.001917642740136081
2012-02-29,SPY,buy,2.558428772717221e-05,81.83297068419941,4.187276535107613e-06,
2012-02-29,AAPL,sell,3.2529352002457564e-05,92.59041932885104,,0.0030058825297185395
2012-04-30,IWM,sell,5.3150472053636487e-05,58.612559819352484,,0.00310905465222525
2012-04-30,AAPL,sell,8.076958740654648e-05,110.33642278501526,,0.008894003689571436
2012-04-30,DIA,sell,4.734639553907581e-05,134.38294067696933,,0.006349822767269957
2012-04-30,QQQ,buy,5.240734613599473e-05,92.44630040104043,9.689730528218948e-06,
2012-04-30,SPY,buy,5.9495872618950526e-05,75.4268642052323,8.975174209602762e-06,
2012-05-31,DIA,sell,5.8092945402174934e-05,157.7375116566823,,0.009145109779241482
2012-05-31,AAPL,buy,3.559340257772522e-05,101.45624548855155,7.2223459793970665e-06,
2012-05-31,QQQ,sell,6.296660059069395e-06,92.72528952223415,,0.0005826919077462971
